CODVIA,NOMVIA,NUMERO,NOM_ACTIVITAT,TIPUS,CATEGORIA,LAT,LNG,WEBSITE,TELEFON,HORARI,FONT
"1512","c. de Calderón","16","Re-Read Sabadell Low Cost","books","comerç","41.5483272","2.1068805","","+34 937 12 60 51","","OSM"
"528","c. de Torras i Bages","","Biopompas","cosmetics","comerç","41.5458543","2.104822","","+34 868 12 49 11","","OSM"
"792","c. de Pi i Margall","36","Reina Picara","erotic","comerç","41.5550604","2.1008727","https://reinapicara.com/es/","+34 93 717 16 14","Mo-Sa 10:00-20:30","OSM"
"528","c. de Torras i Bages","19","Vuket","florist","comerç","41.5459302","2.1047952","https://www.vuket.cat/","+34 665 98 01 71","","OSM"
"1142","c. de Jaume I","08","Enedos","veterinary","equipament","41.5576939","2.0940233","https://veterinariossabadell.es/ca/","+34 601 11 63 55","Mo-Fr 09:30-14:00, 17:00-19:30","OSM"
"452","rda. de Zamenhof","90-92","Patamic","pet","comerç","41.5509027","2.1010421","","","","OSM"
"452","rda. de Zamenhof","96-100","Artbo","cafe","equipament","41.5508197","2.100684","https://www.artbo.es/","+34 937 256 134","Mo-Sa 07:00-21:00; Su 08:00-21:00","OSM"
"452","rda. de Zamenhof","18-20","Centenari","cafe","equipament","41.5519392","2.1054601","https://www.centenari.es/es","+34 937 271 178","Mo-Su 07:00-21:00","OSM"
"637","c. de Sant Antoni Maria Claret","10","L'Obrador","cafe","equipament","41.546439","2.1096225","https://www.lobradordelmoli.com/","+34 937459494","Tu-Sa 07:30-21:00; Su 08:30-15:00","OSM"
"522","c. de les Tres Creus","86-88","Abacus Cooperativa","books","comerç","41.5458545","2.1128369","https://abacus.coop/","+34 937 27 01 64","Mo-Sa 09:30-21:00","OSM"
"522","c. de les Tres Creus","65-73","Llibreria Tècnica","books","comerç","41.5464232","2.1118531","https://llibreriatecnica.com/","+34 937 27 49 32","Mo-Sa 08:00-14:00, 16:30-20:30; Su 08:00-14:00","OSM"
"679","c. de la Rosa","20","Llibreria Macondo","books","comerç","41.5472615","2.1080755","https://macondo.amilibro.com","+34 931 46 11 88","Mo-Sa 10:00-20:30","OSM"
"536","pg. de Tirso de Molina","34","Canius","pet","comerç","41.5331306","2.1189119","http://canius.net","+34 623106868","Mo-Sa 10:00-20:00","OSM"
"1190","c. del Gironès","86","Mökki Tattoo Studio","tattoo","comerç","41.567245","2.0907933","https://mokkitattoostudio.com/","+34611159456","","OSM"
"1157","rbla. d' Ibèria","191","Ippon Motor Vallès","car_repair","comerç","41.5370613","2.0964769","https://ipponmotor.toyota.es/","+34 937271696","","OSM"
"1313","c. de l' Església","13","Canalla","restaurant","equipament","41.5469034","2.1083832","","+34 937484713","Mo-Fr 09:00-00:00; Sa-Su 09:00-00:00","OSM"
"1094","c. de Jovellanos","2","El Toc al 2","restaurant","equipament","41.5473602","2.1058422","","+34 930109843","Su-Th 07:00-23:00; Fr-Sa 07:00-00:00","OSM"
"1184","c. de Gràcia","1","Sandwichez","cafe","equipament","41.546808","2.1076919","https://www.sandwichez.com/","","Mo-Su 08:00-23:00","OSM"
"598","c. de Sant Vicenç","20","","restaurant","equipament","41.5531865","2.1029878","","","Mo-Su 13:00-16:00","OSM"
"1671","c. de la República","38","Kutxabank","bank","equipament","41.5459003","2.1110454","","","","OSM"
"617","c. de Sant Joan","23","Goiko Grill","restaurant","equipament","41.5476551","2.1097395","http://www.goiko.com/","+34 937377045","Mo-We 12:00-23:30; Th-Su 12:00-00:00","OSM"
"579","c. de la Serra d'en Camaró","20","Verín Los Cazadores","cafe","equipament","41.5552588","2.0883934","","","","OSM"
"579","c. de la Serra d'en Camaró","18","Bar Taparrica","cafe","equipament","41.5553071","2.08858","","","","OSM"
"579","c. de la Serra d'en Camaró","16","Peluquería Muntha","hairdresser","comerç","41.5553526","2.0887541","","","","OSM"
"569","c. de Sol i Padrís","2B","Exabase Systems","consulting","oficina","41.5410624","2.1167536","https://www.exabasesystems.com/","+34 931 577 355","","OSM"
"559","ptge. de Tàcit","10","Bar Rómulo","restaurant","equipament","41.5515725","2.0847707","","+34 635243997","","OSM"
"1511","c. dels Calders","32","Centre de Formació Cal Molins","government","oficina","41.5342991","2.1133652","https://www.vaporllonch.cat/","+34 93 745 32 23","Mo-Fr 09:00-14:00","OSM"
"1249","c. de la Font Nova","31","Restaurant Can Bigoti SBD","restaurant","equipament","41.5499234","2.1108836","","+34 615305731","Th-Su 09:00-16:00; Th-Sa 20:00-0:00","OSM"
"628","c. de Sant Ferran","229","Recanvis Gaudí","car_parts","comerç","41.5357603","2.0998104","","+34935222018","Mo-Fr 08:00-13:30, 15:00-19:00; Sa 09:00-13:00","OSM"
"522","c. de les Tres Creus","102","Institut Nexus","psychotherapist","salut","41.5460057","2.113111","https://institutnexus.com/","+34 931616039","","OSM"
"29412","pl. del Pla de l'Amor","2","Refugi climàtic Casal Cívic i Comunitari de Sabadell (Arraona / Els Merinals)","shelter","equipament","41.5423275","2.0906942","","","","OSM"
"1359","c. del Doctor Puig","16","Museu d'Art de Sabadell","museum","turisme","41.5488719","2.1093155","http://museus.sabadell.cat","","","OSM"
"815","c. del Pedregar","7","Casa Duran","museum","turisme","41.5468861","2.1095983","","","","OSM"
"542","ctra. de Terrassa","256","Bicisport Juanito","bicycle","comerç","41.5465295","2.0924474","","","","OSM"
"927","ctra. de Molins de Rei","101","Escola Teresa Claramunt","school","equipament","41.5399706","2.1003977","","+34 937263188","","OSM"
"469","c. de Viladomat","118","Institut Pau Vila","school","equipament","41.5393091","2.1015488","https://agora.xtec.cat/iespauvila/","+34937104112","","OSM"
"1456","pl. de Catalunya","17","Youme","restaurant","equipament","41.5493012","2.0982748","https://www.youmebcn.com/","+34 936 27 20 00","","OSM"
"780","pg. de la Plaça Major","1","Óptica Andorrana","optician","comerç","41.546913","2.1085349","https://www.optica-andorrana.com/","+34937250485","Mo-Fr 09:45-13:30; Sa 10:00-14:00; Mo-Sa 17:00-20:30","OSM"
"452","rda. de Zamenhof","147","Km 0","cafe","equipament","41.550333","2.0998391","","+34937272971","","OSM"
"1268","c. dels Filadors","28","Restaurant Viena Filadors","restaurant","equipament","41.5537021","2.098933","","","Su-Th 08:00-24:00; Fr-Sa 08:00-01:00","OSM"
"1006","c. de Manso","37","Llar d'Infants El Cavallet - Sabadell","kindergarten","equipament","41.5381701","2.1041345","","","Mo-Fr 07:00-19:30","OSM"
"1266","c. de Fiveller","50","Fruites i Verdures Rosario","greengrocer","comerç","41.5390841","2.1039361","https://fruitesrosario.com/","","Mo-Sa 08:00-20:00","OSM"
"1588","av. de Barberà","","AniCura","veterinary","equipament","41.5366781","2.1136351","","","","OSM"
"1182","pl. de Granados","1","Televisió Sabadell-Vallès","studio","equipament","41.5509811","2.1042507","https://tvsabadell-valles.cat/","","","OSM"
"1391","c. de Costa i Deu","133","Motor Munich Sabadell","car","comerç","41.5257541","2.0997217","","","","OSM"
"1559","c. de Bernat Metge","166","Flexicar Sabadell","car","comerç","41.5258846","2.1004057","","","","OSM"
"973","c. de Martínez de la Rosa","20","Audi Superwagen Sabadell","car","comerç","41.5272856","2.1033152","","","","OSM"
"619","c. de Sant Jaume","19","Mercat Negre","restaurant","equipament","41.5462089","2.1048576","","","","OSM"
"1512","c. de Calderón","33","Set & Set Home","interior_decoration","comerç","41.547881","2.1056101","https://setandsethome.com/","+34 931 91 75 10","","OSM"
"1359","c. del Doctor Puig","2","Tanins","restaurant","equipament","41.5484843","2.1095136","https://www.taninsabadell.com/","+34 606084927","We-Fr 19:00-24:00, Sa,Su 12:00-16:00,19:00-24:00","OSM"
"59818","c. de la Serra de Galliners","24","Obramat","doityourself","comerç","41.5179043","2.1001599","https://www.obramat.es/almacenes/obramat-sabadell.html","+34 937 48 39 59","Mo-Sa 07:00-21:00","OSM"
"1672","c. d' Alfons Sala","145","Cent 45","bar","equipament","41.5470092","2.1162524","","","","OSM"
"1672","c. d' Alfons Sala","151","Casa Nova","houseware","comerç","41.5463526","2.1165654","","","Mo-Sa 09:00-21:00","OSM"
"1672","c. d' Alfons Sala","147","Condis express","convenience","comerç","41.5466452","2.1164128","","","Mo-Su 09:00-22:00","OSM"
"841","c. del Papa Pius XI","130","Associació Catalana d'Esperanto","association","oficina","41.554058","2.1019797","https://www.esperanto.cat","+34 937 163 633","","OSM"
"756","ctra. de Prats de Lluçanès","42","El Tallaret","community_centre","equipament","41.5559426","2.1024879","https://eltallaret.cat","","","OSM"
"1391","c. de Costa i Deu","","Mercadillo de Sabadell","marketplace","equipament","41.5332476","2.0983957","https://mercadillos.org/mercadillo-sabadell","","Su 08:00-14:00","OSM"
"452","rda. de Zamenhof","153","CLINICFISIO Fisioteràpia i Osteopatia","hospital","equipament","41.5502449","2.0994157","https://fisioterapia-sabadell.com/","+34622499373","Mo-Su 07:30-21:00","OSM"
"738","c. de Puig i Cadafalch","1","Bocados de Placer Celeste","butcher","comerç","41.5379612","2.1081393","https://bocadosdeplacerpremium.com/","+34695810964","","OSM"
"621","c. de Sant Isidor","11","Mesón Bar Canon","restaurant","equipament","41.554812","2.0875791","","+34937232041","","OSM"
"1276","c. de Fernando Poo","34","Centro Galego Nós","community_centre","equipament","41.5468035","2.0863554","","+34937279264","","OSM"
"1536","c. de la Borriana","34","Restaurant Les Voltes de la Borriana","restaurant","equipament","41.5471527","2.109209","https://www.lesvoltesrestaurant.com/","+34937264053","Tu-Sa 13:00-15:30; Fr-Sa 20:30-23:00","OSM"
"542","ctra. de Terrassa","165","Recambios del Camión","car_parts","comerç","41.5448304","2.0981357","https://www.recambiosdelcamion.com/","+34 93 727 42 72","","OSM"
"1145","c. del Jardí","36","Restaurant La Cuina de l'Euterpe","restaurant","equipament","41.5454225","2.1114531","https://www.lacuinadeleuterpe.com/","","Fr-Su 13:30-16:00 Fr-Sa 20:45-00:00","OSM"
"1400","c. de Copenhaguen","235","Movident","dentist","equipament","41.558819","2.0794696","","","","OSM"
"657","c. de la Salut","19","Meditempus Ett","employment_agency","oficina","41.5499225","2.1089291","","+34 931 17 89 90","","OSM"
"1233","av. de Francesc Macià","54","One Day Bubble Tea","cafe","equipament","41.5535109","2.0985387","","","Mo-Sa 12:00-21:00; Su 15:30-20:00","OSM"
"59823","c. de la Vall Moranta","2","Gasolinera Shell","fuel","equipament","41.5141411","2.1054362","https://www.shell.es","","24/7","OSM"
"1184","c. de Gràcia","30","Buo Buo","tea","comerç","41.5477489","2.1071858","","+34 628 98 99 52","Mo-Su 15:00-21:00","OSM"
"780","pg. de la Plaça Major","12","Yessi Bubble Tea","tea","comerç","41.5471974","2.1090191","","+34 936 27 98 88","Mo-Sa 13:00-21:00; Su 16:30-21:00","OSM"
"452","rda. de Zamenhof","135","La Bella Italia","restaurant","equipament","41.5505226","2.100999","","","","OSM"
"1391","c. de Costa i Deu","87","Euromobility","car_repair","comerç","41.5292708","2.0992341","https://www.euromobility.com/","+34937101500","Mo-Th 08:15-14:00 15:00-18:00 Fr 09:00-14:00","OSM"
"59817","pg. de Sant Pau de Riu-sec","40,42,44","Tesla Barcelona-Sabadell","car","comerç","41.5152321","2.1067549","","+34 935 22 25 77","Mo-Sa 10:00-19:00","OSM"
"1433","c. de Clemència Isaura","7","Dianail's","beauty","comerç","41.5298751","2.116522","","+34677801057","","OSM"
"1184","c. de Gràcia","28 B","Cannabity Sabadell","cannabis","comerç","41.5485638","2.10644","https://cannabitysabadell.com/","+34640879627","","OSM"
"491","c. de les Valls","10","Trevisiol Abogados","lawyer","oficina","41.5491774","2.1078979","https:\\trevisiolabogados.com","+34 66301 14 63","Mo-Th 09:00-19:00","OSM"
"720","c. de Ramon Llull","74","Oscar Alquiler de Coches","car_rental","equipament","41.5331975","2.108421","https://oscar.es/sucursales/sabadell","","Mo-Fr 09:00-14:00, 15:30-20:00; Sa-Su 09:00-20:00","OSM"
"1512","c. de Calderón","56","Institut Escola Industrial","school","equipament","41.5480877","2.1046929","https://www.escolaindustrial.org/","","","OSM"
"601","pl. de Sant Roc","1","Ajuntament de Sabadell","townhall","equipament","41.5463232","2.1085299","https://web.sabadell.cat/","+34937453110","Mo-Fr 09:00-14:00, 16:00-20:00; PH off","OSM"
"1233","av. de Francesc Macià","58-60","El Corte Inglés","mall","comerç","41.5545574","2.0984793","https://www.elcorteingles.es","+34 937284800","Mo-Sa 09:30-21:30","OSM"
"1233","av. de Francesc Macià","70","Biking Point","bicycle","comerç","41.556808","2.0977933","","","","OSM"
"1587","ctra. de Barcelona","52","Parc de Bombers de Sabadell","fire_station","equipament","41.5422481","2.1037843","","","","OSM"
"896","c. de Muntaner","13-21","Escola Font Rosella","school","equipament","41.5593901","2.0937827","","","","OSM"
"679","c. de la Rosa","3","La Pasti","restaurant","equipament","41.5473393","2.1084213","https://www.instagram.com/lapasti_?igsh=MTd5Y3FnMzM1enBqdQ%3D%3D&utm_source=qr","+34931622646","mo-su 9:00-20:30","OSM"
"966","via de Massagué","","Farmàcia Blanchart","pharmacy","equipament","41.5509538","2.1073542","","","","OSM"
"1025","c. de la Lusitània","","CAE La Llar del Vent","social_centre","equipament","41.5599783","2.0910215","","","","OSM"
"993","c. de la Mare de les Aigües","2","Institut Ferran Casablancas","school","equipament","41.5611029","2.0912663","https://agora.xtec.cat/iescasablancas/","+34 937233850","","OSM"
"567","c. de la Solidaritat","17","CFA La Concòrdia","school","equipament","41.5612789","2.0933345","","","","OSM"
"861","rda. d' Orient","76","Funerària Torra","mortuary","equipament","41.541403","2.1217406","https://www.funerariatorra.com/","","","OSM"
"522","c. de les Tres Creus","127-129","Biblioteca Vapor Badia","library","equipament","41.5466182","2.1145932","https://www.sabadell.cat/ca/biblioteques/biblioteca-vapor-badia","+34937451703","","OSM"
"886","rda. de Navacerrada","","Biblioteca del Nord","library","equipament","41.5708791","2.091356","","+34 937 24 64 01","","OSM"
"756","ctra. de Prats de Lluçanès","401","Comissaria dels Mossos d'Esquadra a Sabadell","police","equipament","41.5637999","2.1004943","","","24/7","OSM"
"1025","c. de la Lusitània","3","Centre Civic de Concordia","community_centre","equipament","41.5584866","2.09412","","","Mo-Fr 08:30-20:00; Tu-Su 08:00-15:00; Sa 08:00-12:00","OSM"
"786","c. dels Pins","1","Escola Floresta","school","equipament","41.5756921","2.0893036","http://www.xtec.cat/ceipfloresta/","+34 93 716 83 51","","OSM"
"1185","c. de Goya","80-96","Escola Joan Sallarès i Pla","school","equipament","41.5247685","2.1103356","","","","OSM"
"1445","c. de Cervantes","87-101","Escola Miquel Martí i Pol","school","equipament","41.5404701","2.1077495","http://www.xtec.cat/centres/a8055889/","+34937260372","","OSM"
"1233","av. de Francesc Macià","13","Restaurant Pizzeria Viena","restaurant","equipament","41.5535665","2.0972745","https://www.viena.cat/","+34 937239964","Mo-Su 13:30-16:00,20:00-23:30","OSM"
"1233","av. de Francesc Macià","62","Gran Hotel Verdi","hotel","turisme","41.5557004","2.098055","http://www.hoteles-catalonia.com","+34 937231111","","OSM"
"1411","c. de Concha Espina","33","Institut Ribot i Serra","school","equipament","41.5259205","2.1119908","","","","OSM"
"1502","av. de Can Bordoll","92-94","Escola Agnès Armengol i Institut La Serra","school","equipament","41.5396547","2.1304272","https://agora.xtec.cat/ceiparmengol/;https://agora.xtec.cat/inslaserrasabadell/","+34 937 25 79 31;+34 937 46 71 05","","OSM"
"1458","c. de Castellar del Vallès","224","Casal Cívic i Comunitari Sabadell-Creu Alta","community_centre","equipament","41.5608373","2.1003664","","","","OSM"
"1256","c. d'en Font","25","L'Espai Cultura Fundació Sabadell 1859","community_centre","equipament","41.5469939","2.1059673","http://www.fundaciosabadell.cat/espai-cultura-fundacio-sabadell-1859/","+34 937286650","Tu-Fr 17:00-20:30; Sa 11:00-14:00,17:00-21:00; Su 11:00-14:00","OSM"
"937","ptge. de Miquel Carreras","21","LLI privada L'Escoleta Jaume Viladoms","kindergarten","equipament","41.5477582","2.093974","","","","OSM"
"506","c. de Valentí Almirall","76","Escola Catalunya","school","equipament","41.5489764","2.0961556","","","","OSM"
"506","c. de Valentí Almirall","40","Institut Vallès","school","equipament","41.5485224","2.0963356","https://agora.xtec.cat/iesvalles/","","","OSM"
"989","c. de Margenat","42","Bonpreu","supermarket","comerç","41.5460599","2.0976325","https://www.bonpreuesclat.cat/","+34 937 22 50 99","Mo-Su 09:00-21:30","OSM"
"727","av. de Rafael Casanova","22","Autospa","car_wash","equipament","41.5466989","2.095049","","","","OSM"
"542","ctra. de Terrassa","","Shell","fuel","equipament","41.5465688","2.0909125","https://www.disagrupo.es/estaciones/peninsula/90312/illa-sabadell","","Mo-Su 05:00-23:00","OSM"
"542","ctra. de Terrassa","","Mercadona","supermarket","comerç","41.5461224","2.0916084","https://www.mercadona.es","+34 937 27 39 04","","OSM"
"579","c. de la Serra d'en Camaró","19","Bar Elim","bar","equipament","41.5551515","2.0889148","","","","OSM"
"1593","c. de Balaguer","","Parròquia del Sagrat Cor","place_of_worship","equipament","41.5639529","2.0917224","","","","OSM"
"1494","pg. de Can Feu","68-80","Lidl","supermarket","comerç","41.5419869","2.0931523","https://lidl.es","+34 900 958 311","Mo-Sa 09:00-21:00","OSM"
"1494","pg. de Can Feu","7","Opel Sauter Sabadell Concessionari Oficial OPEL","car","comerç","41.545305","2.0946687","","","","OSM"
"1150","c. d' Irlanda","2","Mercat Municipal Els Merinals","marketplace","equipament","41.5472206","2.0841806","","+34 937 25 47 95","","OSM"
"1076","c. de La Palma","14","CEE Francesc Bellapart","school","equipament","41.5467476","2.0848828","","+34 937 45 13 36","","OSM"
"39024","c. de Finlàndia","","Escola Cifuentes","school","equipament","41.5483142","2.0816029","","","","OSM"
"979","c. del Marquès de Comillas","67","Serveis Territorials d'Educació al Vallès Occidental","government","oficina","41.5430341","2.1167203","","","Mo-Fr 09:00-14:00","OSM"
"1429","rda. de Collsalarca","","Sabadell Gent Gran","social_facility","equipament","41.5699391","2.0878002","","","","OSM"
"45255","pl. d' Ovidi Montllor","5","Biblioteca de Ponent","library","equipament","41.5562056","2.0890064","","","Mo 16:00-21:00; Tu 10:00-21:00; We 16:00-21:00; Th 16:00-21:00; Fr 16:00-21:00; Sa 10:00-14:00; Su off","OSM"
"1593","c. de Balaguer","","Escola Miquel Carreras","school","equipament","41.5641724","2.0932565","","","","OSM"
"638","c. de Sant Antoni","13","Museu d'Història de Sabadell","museum","turisme","41.5480059","2.1079134","http://museus.sabadell.cat/museu-historia","+34937278555","","OSM"
"690","c. de Rocafort","38","Gasoils Rovira","fuel","equipament","41.5367922","2.0977784","","","","OSM"
"1389","c. de Costabona","","Casal de Gent Gran Sabadell-Roureda","social_facility","equipament","41.5701139","2.0817919","","","","OSM"
"831","c. del Pare Sallarès","2","Centre Mèdic Sabadell","clinic","equipament","41.5492422","2.1064472","","+34 93 726 55 00","Mo-Fr 08:00-21:00; Sa 09:00-21:00","OSM"
"1145","c. del Jardí","72-80","Claret","school","equipament","41.5453585","2.1120863","","","","OSM"
"927","ctra. de Molins de Rei","33","Venus Sabadell","brothel","equipament","41.5426086","2.1025794","https://www.relaxvenus.com/","+34 93 546 90 10;+34 670 243 552","24/7","OSM"
"1512","c. de Calderón","143","Escola Nostra Llar","school","equipament","41.5463269","2.1004523","https://agora.xtec.cat/ceip-nostra-llar/","","","OSM"
"496","pl. del Vallès","5","La República","bar","equipament","41.5460266","2.1024015","","","Fr-Su 20:00-03:00","OSM"
"1025","c. de la Lusitània","115","Escola Concòrdia","school","equipament","41.5611312","2.0888645","","+34 937162751","","OSM"
"1559","c. de Bernat Metge","140","Andrés Maldonado, S.A.","key_cutter","taller","41.5274328","2.1019222","https://maldonado.es/","+34935220101","","OSM"
"494","c. de Vallirana","14","Escola Torreguitart","school","equipament","41.5634842","2.0984447","https://agora.xtec.cat/esc-torreguitart/","","","OSM"
"1563","c. de Berlín","2","Institut Escola Virolet","school","equipament","41.5586462","2.0807269","http://virolet.cat","","","OSM"
"23548","c. de Viena","1","Escola Mas Boadella","school","equipament","41.5589617","2.0805374","","","","OSM"
"514","c. de la Unió","183","foc de llenya","food","comerç","41.549854","2.1004623","","+34 937 27 24 57","Fr-Sa 11:00-15:00; Su 11:00-15:30","OSM"
"516","c. de Turina","11","Escola Taller Xalest","school","equipament","41.5492591","2.0831599","https://xalest.com/","+34 937 260 152","","OSM"
"1559","c. de Bernat Metge","197","Petroprix Sabadell","fuel","equipament","41.5287276","2.1024144","","","24/7","OSM"
"825","av. de la Pau","120","Complex Central dels Mossos d'Esquadra - Egara","police","equipament","41.5542117","2.0673343","","","","OSM"
